Open,High,Low,Close,ticker,Date,DateInt
352.07000732421875,359.0,351.2699890136719,354.6199951171875,LLY,1,20230404
358.0799865722656,364.8500061035156,357.92999267578125,362.239990234375,LLY,2,20230405
364.8500061035156,369.5,364.25,368.2900085449219,LLY,3,20230406
187.14999389648438,187.69000244140625,183.5800018310547,184.30999755859375,TSLA,1,20230418
179.10000610351562,183.5,177.64999389648438,180.58999633789062,TSLA,2,20230419
166.1699981689453,169.6999969482422,160.55999755859375,162.99000549316406,TSLA,3,20230420
164.8000030517578,166.0,161.32000732421875,165.0800018310547,TSLA,4,20230421
275.3299865722656,281.1000061035156,273.57000732421875,276.6700134277344,NVDA,1,20230418
273.6099853515625,280.0,272.32000732421875,279.30999755859375,NVDA,2,20230419
276.7099914550781,280.29998779296875,270.0,271.0400085449219,NVDA,3,20230420
269.5199890136719,271.8299865722656,267.2200012207031,271.19000244140625,NVDA,4,20230421
291.57000732421875,291.760009765625,287.010009765625,288.3699951171875,MSFT,1,20230418
285.989990234375,289.04998779296875,284.5400085449219,288.45001220703125,MSFT,2,20230419
285.25,289.0299987792969,285.0799865722656,286.1099853515625,MSFT,3,20230420
285.010009765625,286.2699890136719,283.05999755859375,285.760009765625,MSFT,4,20230421
166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,AAPL,1,20230418
165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,AAPL,2,20230419
166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,AAPL,3,20230420
165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,AAPL,4,20230421
219.91000366210938,220.44000244140625,216.2100067138672,217.88999938964844,META,1,20230418
213.47000122070312,217.3300018310547,212.92999267578125,215.6999969482422,META,2,20230419
213.47999572753906,216.75,212.77000427246094,213.07000732421875,META,3,20230420
210.2100067138672,213.41000366210938,209.5800018310547,212.88999938964844,META,4,20230421
106.48999786376953,106.54000091552734,104.06999969482422,104.5,GOOGL,1,20230418
103.58000183105469,104.9800033569336,103.06999969482422,104.18000030517578,GOOGL,2,20230419
103.91000366210938,106.25,103.87000274658203,105.29000091552734,GOOGL,3,20230420
105.47000122070312,106.0,104.77999877929688,105.41000366210938,GOOGL,4,20230421
103.94999694824219,104.19999694824219,101.5199966430664,102.30000305175781,AMZN,1,20230418
101.58000183105469,105.12000274658203,101.38999938964844,104.30000305175781,AMZN,2,20230419
103.52999877929688,105.25,103.20999908447266,103.80999755859375,AMZN,3,20230420
106.0999984741211,108.1500015258789,105.08000183105469,106.95999908447266,AMZN,4,20230421
91.61000061035156,92.16000366210938,89.33000183105469,89.77999877929688,AMD,1,20230418
88.51000213623047,90.54000091552734,88.22000122070312,89.94000244140625,AMD,2,20230419
88.83000183105469,91.58000183105469,88.7300033569336,90.11000061035156,AMD,3,20230420
89.80000305175781,89.80000305175781,88.05999755859375,88.43000030517578,AMD,4,20230421
107.0,107.05000305175781,104.77999877929688,105.12000274658203,GOOG,1,20230418
104.21499633789062,105.7249984741211,103.80000305175781,105.0199966430664,GOOG,2,20230419
104.6500015258789,106.88800048828125,104.63999938964844,105.9000015258789,GOOG,3,20230420
106.08999633789062,106.63999938964844,105.48500061035156,105.91000366210938,GOOG,4,20230421
99.0199966430664,99.16999816894531,95.18099975585938,95.48999786376953,BABA,1,20230418
94.5999984741211,94.81999969482422,92.94999694824219,93.48999786376953,BABA,2,20230419
93.3499984741211,93.79000091552734,90.05000305175781,90.73999786376953,BABA,3,20230420
89.95999908447266,90.19000244140625,88.30000305175781,89.12999725341797,BABA,4,20230421
63.33000183105469,63.45000076293945,61.47999954223633,61.93000030517578,MU,1,20230418
60.97999954223633,61.209999084472656,60.380001068115234,60.650001525878906,MU,2,20230419
59.880001068115234,61.95000076293945,59.869998931884766,61.459999084472656,MU,3,20230420
61.150001525878906,61.45000076293945,60.72999954223633,61.130001068115234,MU,4,20230421
496.1000061035156,497.6300048828125,494.1199951171875,496.8999938964844,COST,1,20230418
497.1300048828125,497.989990234375,493.8299865722656,496.0299987792969,COST,2,20230419
495.75,510.6600036621094,495.510009765625,505.5799865722656,COST,3,20230420
509.3699951171875,510.6400146484375,505.4599914550781,506.3500061035156,COST,4,20230421
503.6700134277344,506.989990234375,498.1400146484375,504.4800109863281,UNH,1,20230418
500.6499938964844,501.9700012207031,483.6300048828125,486.20001220703125,UNH,2,20230419
485.4700012207031,489.6499938964844,483.260009765625,487.4599914550781,UNH,3,20230420
490.0400085449219,490.7300109863281,482.1400146484375,483.82000732421875,UNH,4,20230421
114.38999938964844,117.20999908447266,114.30000305175781,116.94000244140625,XOM,1,20230418
116.08000183105469,116.9000015258789,115.7699966430664,116.56999969482422,XOM,2,20230419
115.12999725341797,115.68000030517578,113.2300033569336,115.63999938964844,XOM,3,20230420
116.48999786376953,116.87999725341797,115.26000213623047,116.01000213623047,XOM,4,20230421
164.25,164.69000244140625,159.64999389648438,161.00999450683594,JNJ,1,20230418
161.99000549316406,162.67999267578125,161.1699981689453,162.52999877929688,JNJ,2,20230419
162.42999267578125,163.82000732421875,160.9600067138672,163.5800018310547,JNJ,3,20230420
164.44000244140625,164.97000122070312,161.97000122070312,162.69000244140625,JNJ,4,20230421
119.83000183105469,121.31999969482422,118.0999984741211,119.19000244140625,ABNB,1,20230418
118.1449966430664,120.37000274658203,117.63999938964844,120.0999984741211,ABNB,2,20230419
118.37000274658203,119.69999694824219,117.81999969482422,118.4000015258789,ABNB,3,20230420
114.95500183105469,115.75,112.0199966430664,115.5,ABNB,4,20230421
335.0,337.19000244140625,330.5,333.70001220703125,NFLX,1,20230418
324.2099914550781,325.75,316.1000061035156,323.1199951171875,NFLX,2,20230419
320.3900146484375,331.42999267578125,318.3299865722656,325.3500061035156,NFLX,3,20230420
323.0,328.2900085449219,319.5,327.9800109863281,NFLX,4,20230421
52.5,54.25,52.279998779296875,54.0,SCHW,1,20230418
54.0,56.27000045776367,53.9900016784668,55.54999923706055,SCHW,2,20230419
54.560001373291016,55.880001068115234,53.75,54.0,SCHW,3,20230420
54.2599983215332,54.310001373291016,53.099998474121094,53.79999923706055,SCHW,4,20230421
23.219999313354492,23.280000686645508,22.260000228881836,22.760000228881836,AI,1,20230418
22.350000381469727,22.93000030517578,21.860000610351562,22.709999084472656,AI,2,20230419
22.299999237060547,23.81999969482422,20.65999984741211,20.709999084472656,AI,3,20230420
20.799999237060547,21.049999237060547,19.549999237060547,20.059999465942383,AI,4,20230421
373.0,374.260009765625,369.6600036621094,369.9100036621094,LLY,1,20230418
370.54998779296875,371.2799987792969,367.3500061035156,370.4700012207031,LLY,2,20230419
371.3900146484375,376.05999755859375,369.760009765625,374.80999755859375,LLY,3,20230420
378.010009765625,386.2699890136719,378.0,385.239990234375,LLY,4,20230421
